"Carimbo de data/hora","Qual a renda mensal por membro da sua família?","Qual sua profissão?","Qual o seu programa de pós-graduação?","Curso","Qual seu período?","Você estaria disposto a usar um sistema compartilhamento de bicicletas elétricas para ir/voltar ao seu destino?

Observação: Caso você não seja de Niterói, considere a região de chegada em Niterói.","Quais regiões lhe interessariam ter uma estação de compartilhamento de bicicletas elétricas?

Observações:
1. Use o mapa como referência;
2. Caso você não seja de Niterói, considere as regiões de chegada em Niterói.","Caso você tivesse uma bicicleta elétrica, você estaria disposto a recarrega-la na estação compartilhada?","Você estaria disposto a participar do programa de benefícios?","Você costuma circular entre os campi da UFF?","Como você se locomove entre os campi?

Observação: Se você utiliza o transporte público não vinculado a UFF, como por exemplo a linha de ônibus 47, marque a opção ônibus convencional.","Estaria disposto a utilizar um sistema de compartilhamento de bicicletas elétricas para fazer esse trajeto? Ou para circular dentro do campus?","Quantas viagens típicas você faz durante a semana?","1.1.1 Em qual intervalo de horário você utilizaria o sistema de bicicletas elétricas compartilhadas na sua viagem típica?","1.1.2 Qual o campus de origem da sua viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","1.1.3 Qual o campus de destino da sua viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","2.1.1 Em qual intervalo de horário você utilizaria o sistema de bicicletas elétricas compartilhadas na sua primeira viagem típica?","2.1.2 Qual o campus de origem da sua primeira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","2.1.3 Qual o campus de destino da sua primeira viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","2.2.1 Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua segunda viagem típica? ","2.2.2 Qual o campus de origem da sua segunda viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","2.2.3 Qual o campus de destino da sua segunda viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.1.1 Em qual intervalo de horário você utilizaria o sistema de bicicletas elétricas compartilhadas na sua primeira viagem típica?","3.1.2 Qual o campus de origem da sua primeira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.1.3 Qual o campus de destino da sua primeira viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.2.1  Em qual intervalo de horário você utilizaria o sistema de bicicletas elétricas compartilhadas na sua segunda viagem típica?","3.2.2 Qual o campus de origem da sua segunda viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.2.3 Qual o campus de destino da sua segunda viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.3.1  Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua terceira viagem típica?","3.3.2 Qual o campus de origem da sua terceira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","3.3.3 Qual o campus de destino da sua terceira viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.1.1 Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua primeira viagem típica?","4.1.2 Qual o campus de origem da sua primeira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.1.3 Qual o campus de destino da sua primeira viagem típica? 

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.2.1 Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua segunda viagem típica?","4.2.2 Qual o campus de origem da sua segunda viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.2.3 Qual o campus de destino da sua segunda viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.3.1 Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua terceira viagem típica?","4.3.2 Qual o seu campus de origem na sua terceira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.3.3 Qual o seu campus de destino na sua terceira viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.4.1  Em qual intervalo de horário você utilizaria o sistema de compartilhamento de bicicletas elétricas compartilhadas na sua quarta viagem típica?","4.4.2 Qual o campus de origem da sua quarta viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","4.4.3 Qual o campus de destino da sua quarta viagem típica?

Observação:  Selecionar o mesmo campus na origem e no destino significa que sua circulação se dá apenas dentro do Campus! ","Supondo que o sistema de compartilhamento de bicicletas elétricas seja pago, qual forma de tarifação você acharia mais razoável para esse meio de locomoção?","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por tempo. (Unidade: R$ por 15 minutos)","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por distância.
(Unidade: R$ por um km) ","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por consumo de energia.
(Unidade: R$ por um kWh) ","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por plano diário.","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por plano mensal. ","Quanto você estaria disposto a pagar por esse serviço? 

Considerando aluguel por plano anual. ","Que nota você daria para a compreensão do formulário? Considere que 5 é a maior nota.","Qual ou quais perguntas você sentiu dificuldade para compreender? Indique se possuir alguma sugestão."
"2024/04/18 3:15:45 PM GMT-3","Mais de quatro salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Icaraí;Ingá;Santa Rosa","Sim","Sim","sim","Andando;Aplicativo de transporte (Uber,99taxi, etc.);Bicicleta/Skate/Patinete;Ônibus convencional","sim","duas vezes","","","","08:00 - 10:00","Faculdade de Enfermagem","Reitoria","16:00 - 18:00","Reitoria","Reitoria","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","0,10","","","","","4",""
"2024/04/18 3:23:54 PM GMT-3","Mais de quatro salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Icaraí;São Domingos - Campus do Gragoatá ","Sim","Sim","sim","Andando;Ônibus convencional","sim","duas vezes","","","","16:00 - 18:00","Reitoria","Campus Gragoatá","20:00 - 22:00","Campus Gragoatá","Reitoria","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5","20","100","5","Apesar de clara, a pergunta sobre os trajetos diários pode causar confusão, pois não explica que o trajeto de volta é diferente do trajeto de ida, por exemplo."
"2024/04/18 3:26:37 PM GMT-3","De 3 a 4 salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Icaraí;Ingá;Santa Rosa","Sim","Sim","sim","Andando;BusUFF;Carro/Moto;Ônibus convencional","sim","quatro vezes","","","","","","","","","","","","","","","","","","","06:00 - 08:00","Campus Valonguinho","Faculdade de Veterinária","12:00 - 14:00","Faculdade de Veterinária","Campus Valonguinho","14:00 - 16:00","Campus Valonguinho","Campus Gragoatá","16:00 - 18:00","Campus Gragoatá","Campus Valonguinho","aluguel por distância","","0.5","","","","","3","Trajetos"
"2024/04/18 3:35:18 PM GMT-3","Mais de quatro salários mínimos","Professor da UFF","","","","Sim","São Francisco","Sim","Sim","sim","Andando;Ônibus convencional","sim","quatro vezes","","","","","","","","","","","","","","","","","","","12:00 - 14:00","HU Antônio Pedro","Faculdade de Enfermagem","12:00 - 14:00","Faculdade de Enfermagem","Campus Gragoatá","14:00 - 16:00","Faculdade de Enfermagem","Reitoria","14:00 - 16:00","Reitoria","Campus Gragoatá","aluguel por distância","","2,00","","","","","5",""
"2024/04/18 4:45:24 PM GMT-3","De 3 a 4 salários mínimos","Técnico administrativo da UFF","","","","Sim","Pendotiba","Sim","Sim","sim","Andando","sim","uma vez","12:00 - 14:00","Campus Valonguinho","Campus Gragoatá","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","2","","","","","","5",""
"2024/04/18 4:53:25 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Jornalismo","3º","Sim","Barreto;Centro;Fonseca;Icaraí;Ingá;Santa Rosa","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","R$ 0,40","R$ 12,00","R$ 143,00","4",""
"2024/04/18 5:28:29 PM GMT-3","Mais de quatro salários mínimos","Técnico administrativo da UFF","","","","Sim","Icaraí;Região Oceânica","Sim","Sim","sim","Ônibus convencional","sim","quatro vezes","","","","","","","","","","","","","","","","","","","08:00 - 10:00","Reitoria","Campus Gragoatá","18:00 - 20:00","Campus Gragoatá","Reitoria","08:00 - 10:00","Reitoria","Campus Gragoatá","18:00 - 20:00","Campus Gragoatá","Reitoria","plano diário, mensal ou anual","","","","5","100","600","4","A questão 4"
"2024/04/18 6:31:38 PM GMT-3","De 3 a 4 salários mínimos","Professor da UFF","","","","Sim","Centro;Icaraí;Ingá;São Francisco","Sim","Sim","sim","Bicicleta/Skate/Patinete","sim","três vezes","","","","","","","","","","06:00 - 08:00","Faculdade de Direito","Campus Gragoatá","12:00 - 14:00","Campus Gragoatá","Reitoria","16:00 - 18:00","Reitoria","Faculdade de Direito","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5","25","100","3",""
"2024/04/18 7:10:16 PM GMT-3","De 3 a 4 salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Icaraí;Ingá","Sim","Sim","sim","Andando;BusUFF;Ônibus convencional","sim","três vezes","","","","","","","","","","08:00 - 10:00","Centro (Terminal rodoviário/Barcas)","Campus Praia Vermelha","16:00 - 18:00","Campus Praia Vermelha","Centro (Terminal rodoviário/Barcas)","08:00 - 10:00","Reitoria","Campus Praia Vermelha","","","","","","","","","","","","","plano diário, mensal ou anual","","","","4","40","400","5","Não senti dificuldade para compreender nenhuma das perguntas."
"2024/04/18 7:22:32 PM GMT-3","De 1 a 2 salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Fonseca;Icaraí;Ingá","Sim","Sim","sim","Andando;Ônibus convencional","sim","quatro vezes","","","","","","","","","","","","","","","","","","","08:00 - 10:00","Centro (Terminal rodoviário/Barcas)","Campus Gragoatá","16:00 - 18:00","Centro (Terminal rodoviário/Barcas)","Campus Gragoatá","20:00 - 22:00","Campus Gragoatá","Centro (Terminal rodoviário/Barcas)","12:00 - 14:00","Campus Valonguinho","Campus Gragoatá","aluguel por tempo","5","","","","","","5",""
"2024/04/18 7:32:23 PM GMT-3","De 3 a 4 salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;São Lourenço, Bairro de Fátima, Gragoatá, Vital Brasil, Santa Rosa","Sim","Não","sim","Andando;Bicicleta/Skate/Patinete;BusUFF;Ônibus convencional","sim","duas vezes","","","","08:00 - 10:00","Centro (Terminal rodoviário/Barcas)","Campus Gragoatá","12:00 - 14:00","Campus Gragoatá","Faculdade de Farmácia","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5,00","20,00","160","4","a do uso típico"
"2024/04/18 9:14:55 PM GMT-3","De 3 a 4 salários mínimos","Técnico administrativo da UFF","","","","Sim","Icaraí;Ingá","Sim","Sim","sim","Andando;Aplicativo de transporte (Uber,99taxi, etc.);Ônibus convencional","sim","uma vez","10:00 - 12:00","IACS","Campus Gragoatá","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","1 real","","","","","","5",""
"2024/04/18 9:22:41 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Arquivologia","3º","Sim","Centro;Fonseca;Icaraí;Ingá","Sim","Sim","sim","Andando;BusUFF;Ônibus convencional","sim","duas vezes","","","","10:00 - 12:00","Centro (Terminal rodoviário/Barcas)","Reitoria","16:00 - 18:00","Reitoria","Campus Gragoatá","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","4","","","","","5","Nenhuma"
"2024/04/18 9:31:17 PM GMT-3","De 3 a 4 salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Icaraí;Santa Rosa","Sim","Sim","sim","Andando;Carro/Moto","sim","uma vez","14:00 - 16:00","Campus Valonguinho","Campus Gragoatá","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","R$ 3,00","","","","","","5",""
"2024/04/18 9:51:27 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Jornalismo","6º","Sim","Centro;Icaraí;Ingá","Sim","Sim","sim","Andando;BusUFF;Ônibus convencional","sim","duas vezes","","","","16:00 - 18:00","Campus Praia Vermelha","Campus Gragoatá","18:00 - 20:00","Centro (Terminal rodoviário/Barcas)","Reitoria","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","R$0,30 por minuto","","","","","","3",""
"2024/04/18 9:51:34 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Produção Cultural","5º","Sim","Centro","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","4","35","140","5",""
"2024/04/18 10:13:32 PM GMT-3","De 1 a 2 salários mínimos","Aluna de Mobilidade academica ","","","","Sim","Centro;Icaraí;Ingá;Região Oceânica;Santa Rosa;São Francisco","Sim","Sim","sim","Andando;Ônibus convencional","sim","duas vezes","","","","08:00 - 10:00","Centro (Terminal rodoviário/Barcas)","Campus Praia Vermelha","14:00 - 16:00","Campus Praia Vermelha","Campus Gragoatá","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","2,50","60","600","4",""
"2024/04/18 10:24:42 PM GMT-3","De 1 a 2 salários mínimos","Técnico administrativo da UFF","","","","Sim","Barreto;Centro;Engenhoca;Icaraí;Região Oceânica;Santa Rosa;São Francisco","Sim","Sim","sim","Andando;Aplicativo de transporte (Uber,99taxi, etc.);Carro/Moto;Ônibus convencional","sim","três vezes","","","","","","","","","","08:00 - 10:00","Faculdade de Veterinária","HU Antônio Pedro","16:00 - 18:00","HU Antônio Pedro","Faculdade de Veterinária","14:00 - 16:00","HU Antônio Pedro","Reitoria","","","","","","","","","","","","","aluguel por tempo","3,00","","","","","","5",""
"2024/04/18 10:34:01 PM GMT-3","Mais de quatro salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Icaraí;Ingá;Região Oceânica;Santa Rosa","Sim","Sim","sim","Aplicativo de transporte (Uber,99taxi, etc.);Bicicleta/Skate/Patinete;Ônibus convencional","sim","uma vez","08:00 - 10:00","Reitoria","HU Medicina Veterinária","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5","30","300","5",""
"2024/04/19 3:15:48 AM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Jornalismo","3º","Sim","Icaraí;Santa Rosa","Sim","Sim","sim","Aplicativo de transporte (Uber,99taxi, etc.)","sim","duas vezes","","","","12:00 - 14:00","Faculdade de Veterinária","Campus Gragoatá","20:00 - 22:00","Campus Gragoatá","Faculdade de Veterinária","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","2","","","","","","5",""
"2024/04/19 7:19:57 AM GMT-3","De 3 a 4 salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Icaraí;Ingá","Sim","Não","sim","Andando;Carro/Moto","sim","três vezes","","","","","","","","","","06:00 - 08:00","Campus Gragoatá","Campus Valonguinho","12:00 - 14:00","Campus Valonguinho","Campus Gragoatá","16:00 - 18:00","Campus Valonguinho","Campus Gragoatá","","","","","","","","","","","","","aluguel por distância","","1,00","","","","","4",""
"2024/04/19 7:33:22 AM GMT-3","De 3 a 4 salários mínimos","Professor da UFF","","","","Sim","Centro;Icaraí;Ingá;Região Oceânica;Santa Rosa;São Francisco","Sim","Sim","sim","Carro/Moto;Ônibus convencional","sim","uma vez","10:00 - 12:00","Faculdade de Veterinária","Reitoria","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","3","","","","","","5",""
"2024/04/19 7:51:30 AM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Arquitetura e Urbanismo","7º","Sim","Icaraí;Ingá;São domingos, gragoatá e boa viagem tambem","Sim","Sim","sim","Andando","sim","uma vez","12:00 - 14:00","Campus Praia Vermelha","Campus Gragoatá","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","1R$/km","","","","","5",""
"2024/04/19 9:00:20 AM GMT-3","De 3 a 4 salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Santa Rosa;Vital 3","Sim","Sim","sim","Carro/Moto","sim","duas vezes","","","","10:00 - 12:00","Faculdade de Veterinária","Campus Valonguinho","16:00 - 18:00","Campus Valonguinho","Faculdade de Veterinária","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","1","","","","","4","Nos trajetos e em sugerir um valor para o serviço."
"2024/04/19 4:18:39 PM GMT-3","De 1 a 2 salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Fonseca;Icaraí;Ingá;Santa Barbara e Caramujo;Santa Rosa","Sim","Sim","sim","Andando;BusUFF;Ônibus convencional","sim","uma vez","12:00 - 14:00","Campus Valonguinho","Campus Gragoatá","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","1","","","","","","4","A identificação da forma de tarifação."
"2024/04/19 6:49:49 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Relações Internacionais","3º","Sim","Centro;Icaraí;Ingá;Santa Rosa","Sim","Sim","sim","Andando;BusUFF;Ônibus convencional","sim","duas vezes","","","","06:00 - 08:00","Faculdade de Veterinária","Campus Valonguinho","08:00 - 10:00","Faculdade de Veterinária","Campus Gragoatá","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","10,00","","","","","","5",""
"2024/04/22 2:59:20 PM GMT-3","Mais de quatro salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Ingá;Boa Viagem","Sim","Sim","sim","Andando;Aplicativo de transporte (Uber,99taxi, etc.);Carro/Moto;Ônibus convencional","sim","três vezes","","","","","","","","","","06:00 - 08:00","Campus Praia Vermelha","Campus Valonguinho","12:00 - 14:00","Campus Valonguinho","Campus Praia Vermelha","12:00 - 14:00","Campus Valonguinho","Reitoria","","","","","","","","","","","","","aluguel por consumo de energia","","","1,00","","","","4","Os trajetos"
"2024/04/22 9:29:50 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Jornalismo","3º","Sim","Centro","Sim","Sim","sim","Andando;Ônibus convencional","sim","uma vez","12:00 - 14:00","Centro (Terminal rodoviário/Barcas)","Campus Gragoatá","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","O valor da passagem de um ônibus convencional por km","","","","","4",""
"2024/04/23 8:42:42 AM GMT-3","De 1 a 2 salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Icaraí","Sim","Sim","sim","Andando;Aplicativo de transporte (Uber,99taxi, etc.);BusUFF;Ônibus convencional","sim","três vezes","","","","","","","","","","08:00 - 10:00","Centro (Terminal rodoviário/Barcas)","Reitoria","12:00 - 14:00","Campus Valonguinho","Reitoria","18:00 - 20:00","Reitoria","Centro (Terminal rodoviário/Barcas)","","","","","","","","","","","","","aluguel por tempo","4","","","","","","4","Viagens típicas "
"2024/04/23 10:08:17 PM GMT-3","De 1 a 2 salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Icaraí;Ingá","Sim","Sim","sim","Ônibus convencional","sim","duas vezes","","","","06:00 - 08:00","Centro (Terminal rodoviário/Barcas)","Campus Praia Vermelha","18:00 - 20:00","Campus Praia Vermelha","Centro (Terminal rodoviário/Barcas)","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","10","50","100","3","A pergunta dos trajetos."
"2024/04/24 7:21:29 AM GMT-3","Mais de quatro salários mínimos","Técnico administrativo da UFF","","","","Sim","São Domingos e Gragoatá","Sim","Não","sim","Andando;BusUFF;Carro/Moto;Ônibus convencional","sim","duas vezes","","","","14:00 - 16:00","Campus Gragoatá","Campus Valonguinho","16:00 - 18:00","Reitoria","Campus Gragoatá","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","2","","","","","4",""
"2024/04/24 10:03:53 AM GMT-3","Mais de quatro salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Fonseca","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","5","","","","","","5",""
"2024/04/30 4:38:48 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Relações Internacionais","8º","Sim","Centro;Icaraí;Ingá;Região Oceânica;São Francisco","Sim","Sim","sim","Andando;Ônibus convencional","sim","quatro vezes","","","","","","","","","","","","","","","","","","","06:00 - 08:00","Campus Praia Vermelha","Campus Valonguinho","08:00 - 10:00","Campus Valonguinho","Campus Gragoatá","12:00 - 14:00","Campus Gragoatá","Centro (Terminal rodoviário/Barcas)","14:00 - 16:00","Centro (Terminal rodoviário/Barcas)","Campus Valonguinho","plano diário, mensal ou anual","","","","10","30","120","3",""
"2024/04/30 5:06:31 PM GMT-3","De 3 a 4 salários mínimos","Aluno de Pós-Graduação da UFF","PPGCOM","","","Sim","Centro","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","5","","","","","","5",""
"2024/04/30 5:11:12 PM GMT-3","Mais de quatro salários mínimos","Professor da UFF","","","","Não","","","","sim","Carro/Moto","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","nenhuma"
"2024/04/30 5:14:56 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Pós-Graduação da UFF","Programa de Pós-Graduação em Química","","","Sim","Centro;Icaraí;Ingá;Santa Rosa","Sim","Sim","sim","Andando","sim","uma vez","08:00 - 10:00","HU Antônio Pedro","Campus Valonguinho","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por consumo de energia","","","1,50","","","","4","Sobre o preço que estou disposto a pagar pelo kWh. Fica difícil para quem não é da área da elétrica associar 1 kWh à distância percorrida pela bicicleta."
"2024/04/30 5:18:56 PM GMT-3","Mais de quatro salários mínimos","Técnico administrativo da UFF","","","","Sim","Centro;Icaraí;Ingá;Região Oceânica;Santa Rosa","Sim","Sim","sim","Ônibus convencional","sim","uma vez","12:00 - 14:00","Faculdade de Direito","Centro (Terminal rodoviário/Barcas)","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5","15","99","5",""
"2024/04/30 5:23:50 PM GMT-3","Mais de quatro salários mínimos","Aluno de Pós-Graduação da UFF","PPGCOM","","","Sim","Centro;Icaraí;Ingá;Região Oceânica;Santa Rosa;São Francisco","Sim","Não","sim","Andando;Aplicativo de transporte (Uber,99taxi, etc.);Ônibus convencional","sim","uma vez","06:00 - 08:00","Campus Gragoatá","Reitoria","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","2","","","","","","4","Acredito que a questão sobre as ""viagens diárias"" esteja mal formulada, porque a resposta aparece em ""vezes"". Porém, ficou claro que não é quantas vezes, mas sim quantos percursos eu realizo por semana. Só isso mesmo! Mas a pesquisa está ótima!"
"2024/04/30 5:30:11 PM GMT-3","De 3 a 4 salários mínimos","Pesquisador de pós-doc","","","","Sim","Ingá","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","2,00","25,00","150,00","5",""
"2024/04/30 5:43:26 PM GMT-3","Mais de quatro salários mínimos","Aluno de Pós-Graduação da UFF","Estudos de Linguagens","","","Sim","Região Oceânica","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5 reais ","30","150","5","Nenhuma."
"2024/04/30 5:43:36 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Letras","4º","Sim","Centro","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","Caro demais","","","","","","5",""
"2024/04/30 5:44:07 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Letras","5º","Sim","Centro","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por tempo","3,00","","","","","","3"," Nenhuma"
"2024/04/30 5:53:44 PM GMT-3","Mais de quatro salários mínimos","Aluno de Graduação da UFF","","Ciência da Computação","6º","Sim","Centro;Icaraí;Ingá","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","4,00","50,00","400","5",""
"2024/04/30 5:55:52 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Ciências Contábeis","8º","Sim","Centro;Fonseca;Icaraí;Ingá;Santa Rosa;São Francisco","Sim","Sim","sim","Andando;Aplicativo de transporte (Uber,99taxi, etc.);Ônibus convencional","sim","duas vezes","","","","18:00 - 20:00","Campus Valonguinho","Campus Gragoatá","18:00 - 20:00","Campus Gragoatá","Campus Valonguinho","","","","","","","","","","","","","","","","","","","","","","plano diário, mensal ou anual","","","","1,99","15,50","95,50","5","Nenhuma"
"2024/04/30 5:58:14 PM GMT-3","Menos de um salário mínimo","Aluno de Graduação da UFF","","Letras","3º","Sim","Centro;Fonseca;Icaraí;Ingá;Santa Rosa","Sim","Sim","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","0","","","","","5",""
"2024/04/30 6:01:16 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Graduação da UFF","","Letras","3º","Sim","Centro;Icaraí","Sim","Não","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por consumo de energia","","",".","","","","5",""
"2024/04/30 6:02:52 PM GMT-3","De 3 a 4 salários mínimos","Aluno de Graduação da UFF","","Ciência da Computação","8º","Sim","Santa Rosa","Sim","Sim","sim","Andando","sim","quatro vezes","","","","","","","","","","","","","","","","","","","10:00 - 12:00","Campus Praia Vermelha","Faculdade de Farmácia","10:00 - 12:00","Campus Praia Vermelha","Faculdade de Farmácia","10:00 - 12:00","Campus Praia Vermelha","Faculdade de Farmácia","10:00 - 12:00","Campus Praia Vermelha","Faculdade de Farmácia","plano diário, mensal ou anual","","","","6","150","1600","5",""
"2024/04/30 6:08:39 PM GMT-3","De 1 a 2 salários mínimos","Aluno de Pós-Graduação da UFF","Estudos da linguagem ","","","Sim","Barreto;Centro;Engenhoca;Fonseca;Icaraí;Ingá","Sim","Sim","sim","Andando;BusUFF;Ônibus convencional","sim","três vezes","","","","","","","","","","08:00 - 10:00","Centro (Terminal rodoviário/Barcas)","Campus Gragoatá","06:00 - 08:00","Centro (Terminal rodoviário/Barcas)","Campus Gragoatá","08:00 - 10:00","Campus Gragoatá","Campus Gragoatá","","","","","","","","","","","","","plano diário, mensal ou anual","","","","5","50","100","3",""
"2024/04/30 6:10:58 PM GMT-3","De 3 a 4 salários mínimos","Aluno de Graduação da UFF","","Ciência da Computação","3º","Não","","","","não","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aluguel por distância","","0.50","","","","","5",""
